indicator_id,indicator_label_en
CR.3.URB,"Completion rate, upper secondary education, urban, both sexes (%)"
CR.3.URB.F,"Completion rate, upper secondary education, urban, female (%)"
CR.3.URB.F.WPIA,"Completion rate, upper secondary education, urban, female, adjusted wealth parity index (WPIA)"
CR.3.URB.GPIA,"Completion rate, upper secondary education, urban, adjusted gender parity index (GPIA)"
CR.3.URB.M,"Completion rate, upper secondary education, urban, male (%)"
CR.3.URB.M.WPIA,"Completion rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)"
CR.3.URB.Q1,"Completion rate, upper secondary education, urban, poorest quintile, both sexes (%)"
CR.3.URB.Q1.F,"Completion rate, upper secondary education, urban, poorest quintile, female (%)"
CR.3.URB.Q1.GPIA,"Completion rate, upper secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q1.M,"Completion rate, upper secondary education, urban, poorest quintile, male (%)"
CR.3.URB.Q2,"Completion rate, upper secondary education, urban, second quintile, both sexes (%)"
CR.3.URB.Q2.F,"Completion rate, upper secondary education, urban, second quintile, female (%)"
CR.3.URB.Q2.GPIA,"Completion rate, upper secondary education, urban, second quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q2.M,"Completion rate, upper secondary education, urban, second quintile, male (%)"
CR.3.URB.Q3,"Completion rate, upper secondary education, urban, middle quintile, both sexes (%)"
CR.3.URB.Q3.F,"Completion rate, upper secondary education, urban, middle quintile, female (%)"
CR.3.URB.Q3.GPIA,"Completion rate, upper secondary education, urban, middle quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q3.M,"Completion rate, upper secondary education, urban, middle quintile, male (%)"
CR.3.URB.Q4,"Completion rate, upper secondary education, urban, fourth quintile, both sexes (%)"
CR.3.URB.Q4.F,"Completion rate, upper secondary education, urban, fourth quintile, female (%)"
CR.3.URB.Q4.GPIA,"Completion rate, upper secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q4.M,"Completion rate, upper secondary education, urban, fourth quintile, male (%)"
CR.3.URB.Q5,"Completion rate, upper secondary education, urban, richest quintile, both sexes (%)"
CR.3.URB.Q5.F,"Completion rate, upper secondary education, urban, richest quintile, female (%)"
CR.3.URB.Q5.GPIA,"Completion rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
CR.3.URB.Q5.M,"Completion rate, upper secondary education, urban, richest quintile, male (%)"
CR.3.URB.WPIA,"Completion rate, upper secondary education, urban, adjusted wealth parity index (WPIA)"
CR.3.WPIA,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)"
DL,Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills (%)
DL.F,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, female (%)"
DL.GPIA,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, adjusted gender parity index (GPIA)"
DL.HIGHSES,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, high socio-economic status (%)"
DL.LOWSES,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, low socio-economic status (%)"
DL.M,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, male (%)"
DL.OLDERADULTS,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, older adults(%)"
DL.WITHOUTTERTIARY,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, without tertiary education (%)"
DL.WITHTERTIARY,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, with tertiary education (%)"
DL.WPIA,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, adjusted wealth parity index (WPIA)"
DL.YOUNGERADULTS,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, younger adults (%)"
EA.1T8.AG25T99,"Educational attainment rate, completed primary education or higher, population 25+ years, both sexes (%)"
EA.1T8.AG25T99.F,"Educational attainment rate, completed primary education or higher, population 25+ years, female (%)"
EA.1T8.AG25T99.F.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.M,"Educational attainment rate, completed primary education or higher, population 25+ years, male (%)"
EA.1T8.AG25T99.M.LPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.RUR,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, both sexes (%)"
EA.1T8.AG25T99.RUR.F,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, female (%)"
EA.1T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.RUR.M,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, male (%)"
EA.1T8.AG25T99.URB,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, both sexes (%)"
EA.1T8.AG25T99.URB.F,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, female (%)"
EA.1T8.AG25T99.URB.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.URB.M,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, male (%)"
EA.2T8.AG25T99,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)"
EA.2T8.AG25T99.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female (%)"
EA.2T8.AG25T99.F.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male (%)"
EA.2T8.AG25T99.M.LPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.2T8.AG25T99.RUR,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, both sexes (%)"
EA.2T8.AG25T99.RUR.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, female (%)"
EA.2T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.RUR.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, male (%)"
EA.2T8.AG25T99.URB,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, both sexes (%)"
EA.2T8.AG25T99.URB.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, female (%)"
EA.2T8.AG25T99.URB.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.2T8.AG25T99.URB.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, male (%)"
EA.3T8.AG25T99,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, both sexes (%)"
EA.3T8.AG25T99.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female (%)"
EA.3T8.AG25T99.F.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male (%)"
EA.3T8.AG25T99.M.LPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.3T8.AG25T99.RUR,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, both sexes (%)"
EA.3T8.AG25T99.RUR.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, female (%)"
EA.3T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.RUR.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, male (%)"
EA.3T8.AG25T99.URB,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, both sexes (%)"
EA.3T8.AG25T99.URB.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, female (%)"
EA.3T8.AG25T99.URB.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.3T8.AG25T99.URB.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, male (%)"
EA.4T8.AG25T99,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, both sexes (%)"
EA.4T8.AG25T99.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female (%)"
EA.4T8.AG25T99.F.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male (%)"
EA.4T8.AG25T99.M.LPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male, adjusted location parity index (LPIA)"
EA.4T8.AG25T99.RUR,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, both sexes (%)"
EA.4T8.AG25T99.RUR.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, female (%)"
EA.4T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.RUR.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, male (%)"
EA.4T8.AG25T99.URB,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, both sexes (%)"
EA.4T8.AG25T99.URB.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, female (%)"
EA.4T8.AG25T99.URB.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.URB.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, male (%)"
EA.5T8.AG25T99,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, both sexes (%)"
EA.5T8.AG25T99.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, female (%)"
EA.5T8.AG25T99.F.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.5T8.AG25T99.LPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, adjusted location parity index (LPIA)"
EA.5T8.AG25T99.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, male (%)"
